,type
4638,"['Coppulation', 'begging call', 'female', 'male']"
4639,"['Coppulation', 'female']"
4640,"['drumming', 'song']"
4641,['call']
4642,['flight call']
4643,['call']
4644,['call']
4645,"['', 'begging call', 'flight call', 'juvenile', 'out of the nest']"
4646,"['begging call', 'call', 'flight call', 'juvenile']"
4647,"['call', 'flight call']"
4648,['call']
4649,['flight call']
4650,['call']
4651,['call']
4652,['call']
4653,['flight call']
4654,['flight call']
4655,['call']
4656,"['call', 'juvenile']"
4657,['call']
4658,"['alarm call', 'begging call', 'juvenile']"
4659,"['begging call', 'juvenile']"
4660,['alarm call']
4661,['alarm call']
4662,['call']
4663,['flight call']
4664,['flight call']
4665,['flight call']
4666,"['call', 'female', 'male']"
4667,['call']
4668,"['alarm call', 'flight call']"
4669,['flight call']
4670,['flight call']
4671,['flight call']
4672,['alarm call']
4673,['flight call']
4674,['flight call']
4675,"['call', 'juvenile']"
4676,"['alarm call', 'call', 'female', 'male']"
4677,['call']
4678,['call']
4679,"['begging call', 'juvenile']"
4680,"['begging call', 'juvenile']"
4681,"['begging call', 'call']"
4682,"['call', 'juvenile']"
4683,['call']
4684,['call']
4685,['call']
4686,['flight call']
4687,"['begging call', 'juvenile']"
4688,['flight call']
4689,"['alarm call', 'flight call']"
4690,['call']
4691,['call']
4692,['call']
4693,['call']
4694,['call']
4695,['call']
4696,['call']
4697,['call']
4698,['call']
4699,['call']
4700,['flight call']
4701,['call']
4702,['flight call']
4703,['flight call']
4704,['flight call']
4705,['call']
4706,"['begging call', 'juvenile']"
4707,"['begging call', 'juvenile']"
4708,['alarm call']
4709,['alarm call']
4710,['alarm call']
4711,['flight call']
4712,"['begging call', 'call', 'juvenile']"
4713,['call']
4714,['flight call']
4715,['flight call']
4716,"['begging call', 'juvenile']"
4717,['call']
4718,['call']
4719,['song']
4720,['flight call']
4721,['flight call']
4722,['flight call']
4723,['call']
4724,['call']
4725,['flight call']
4726,"['begging call', 'juvenile']"
4727,['flight call']
4728,['call']
4729,"['call', 'flight call']"
4730,['flight call']
4731,['flight call']
4732,['flight call']
4733,['call']
4734,['flight call']
4735,"['begging call', 'call', 'juvenile']"
4736,['alarm call']
4737,"['call', 'flight call']"
4738,['alarm call']
4739,"['alarm call', 'call']"
4740,['call']
4741,"['call', 'flight call']"
4742,"['flight call', 'juvenile']"
4743,"['call', 'juvenile']"
4744,"['call', 'juvenile']"
4745,"['call', 'juvenile']"
4746,"['call', 'juvenile']"
4747,['call']
4748,"['call', 'juvenile']"
4749,"['call', 'juvenile']"
4750,['call']
4751,['juvenile']
4752,"['call', 'flight call']"
4753,['call']
4754,['flight call']
4755,['call']
4756,['call']
4757,['flight call']
4758,"['call', 'flight call']"
4759,['flight call']
4760,['flight call']
4761,['call']
4762,"['call', 'juvenile', 'sex uncertain']"
4763,"['adult', 'flight call']"
4764,"['flight call', 'life stage uncertain']"
4765,"['adult', 'flight call', 'sex uncertain']"
4766,"['adult', 'alarm call']"
4767,"['adult', 'alarm call']"
4768,['flight call']
4769,"['call', 'flight call', 'juvenile']"
4770,['flight call']
4771,['call']
4772,"['adult', 'call', 'sex uncertain']"
4773,"['call', 'life stage uncertain', 'sex uncertain']"
4774,['call']
4775,['call']
4776,"['call', 'flight call', 'juvenile', 'sex uncertain']"
4777,['call']
4778,['call']
4779,['call']
4780,['call']
4781,"['adult', 'alarm call', 'begging call', 'call', 'female']"
4782,"['adult', 'female', 'flight call']"
4783,"['call', 'flight call', 'short calls']"
4784,"['call', 'flight call', 'short calls']"
4785,['flight call']
4786,['call']
4787,['flight call']
4788,"['adult', 'call']"
4789,"['alarm call', 'flight call']"
4790,"['adult', 'call']"
4791,['call']
4792,['flight call']
4793,"['call', 'flight call']"
4794,"['alarm call', 'flight call']"
4795,"['call', 'flight call']"
4796,"['adult', 'call']"
4797,['call']
4798,['call']
4799,['flight call']
4800,"['adult', 'call']"
4801,['flight call']
4802,"['begging call', 'juvenile']"
4803,['begging call']
4804,['begging call']
4805,['begging call']
4806,['begging call']
4807,['begging call']
4808,"['call', 'life stage uncertain', 'sex uncertain']"
4809,"['adult', 'call', 'life stage uncertain', 'sex uncertain']"
4810,"['adult', 'call', 'sex uncertain']"
4811,"['call', 'flight call']"
4812,"['begging call', 'call', 'juvenile']"
4813,['call']
4814,"['call', 'flight call', 'life stage uncertain', 'sex uncertain']"
4815,"['begging call', 'call', 'juvenile']"
4816,"['call', 'life stage uncertain', 'sex uncertain']"
4817,['call']
4818,"['begging call', 'hatchling or nestling', 'sex uncertain']"
4819,"['alarm call', 'life stage uncertain', 'sex uncertain']"
4820,"['begging call', 'call', 'flight call', 'juvenile', 'sex uncertain']"
4821,"['begging call', 'call', 'flight call', 'juvenile', 'sex uncertain']"
4822,"['begging call', 'juvenile']"
4823,"['begging call', 'juvenile']"
4824,"['begging call', 'juvenile']"
4825,"['begging call', 'juvenile']"
4826,"['begging call', 'juvenile']"
4827,"['begging call', 'juvenile']"
4828,['call']
4829,['call']
4830,"['alarm call', 'call']"
4831,['call']
4832,"['begging call', 'juvenile', 'sex uncertain']"
4833,"['adult', 'flight call', 'sex uncertain']"
4834,['flight call']
4835,['call']
4836,['call']
4837,"['call', 'flight call', 'life stage uncertain', 'sex uncertain']"
4838,"['call', 'life stage uncertain', 'sex uncertain']"
4839,"['call', 'flight call', 'life stage uncertain', 'sex uncertain']"
4840,['call']
4841,['flight call']
4842,"['flight call', 'life stage uncertain', 'sex uncertain']"
4843,"['call', 'flight call']"
4844,"['flight call', 'life stage uncertain', 'sex uncertain']"
4845,['call']
4846,['call']
4847,"['call', 'flight call', 'life stage uncertain', 'sex uncertain']"
4848,['uncertain']
4849,"['call', 'juvenile', 'sex uncertain']"
4850,['call']
4851,"['alarm call', 'call', 'life stage uncertain', 'sex uncertain']"
4852,['call']
4853,"['call', 'flight call']"
4854,"['adult', 'flight call']"
4855,"['call', 'flight call']"
4856,"['alarm call', 'flight call', 'male']"
4857,"['call', 'life stage uncertain', 'sex uncertain']"
4858,"['adult', 'call']"
4859,"['adult', 'call']"
4860,"['adult', 'call', 'social call']"
4861,"['adult', 'call', 'social call']"
4862,"['adult', 'call']"
4863,"['adult', 'call', 'juvenile', 'social call']"
4864,"['call', 'flight call', 'social call']"
4865,"['call', 'female', 'flight call', 'male']"
4866,['call']
4867,"['call', 'duck call', 'flight call', 'modulated call']"
4868,['flight call']
4869,"['adult', 'begging call', 'call']"
4870,"['adult', 'call', 'sex uncertain']"
4871,"['flight call', 'life stage uncertain', 'sex uncertain']"
4872,['call']
4873,"['flight call', 'life stage uncertain', 'sex unce', 'sex uncertain']"
4874,"['adult', 'begging call', 'female']"
4875,['flight call']
4876,['flight call']
4877,['call']
4878,['call']
4879,"['adult', 'flight call', 'sex uncertain']"
4880,"['call', 'flight call']"
4881,"['call', 'flight call']"
4882,"['adult', 'flight call', 'sex uncertain']"
4883,"['adult', 'call', 'flight call', 'sex uncertain']"
4884,"['flight call', 'sex uncertain']"
4885,['call']
4886,['call']
4887,['call']
4888,"['alarm call', 'flight call', 'life stage uncertain', 'sex uncertain']"
4889,"['adult', 'call']"
4890,"['adult', 'call']"
4891,['call']
4892,['flight call']
4893,"['adult', 'flight call']"
4894,"['adult', 'flight call']"
4895,"['call', 'short calls']"
4896,"['flight call', 'short calls']"
4897,['call']
4898,"['adult', 'call']"
4899,['call']
4900,"['adult', 'call', 'female', 'flight call', 'male']"
4901,"['adult', 'call', 'flight call']"
4902,"['adult', 'call', 'social']"
4903,"['adult', 'call', 'social']"
4904,['flight call']
4905,['flight call']
4906,"['flight call', 'sex uncertain']"
4907,['call']
4908,['call']
4909,"['flight call', 'life stage uncertain', 'sex uncertain']"
4910,"['call', 'flight call']"
4911,"['flight call', 'life stage uncertain', 'sex uncertain']"
4912,['flight call']
4913,"['flight call', 'sex uncertain']"
4914,"['call', 'flight call']"
4915,['call']
4916,"['begging call', 'juvenile']"
4917,"['call', 'flight call', 'song']"
4918,"['alarm call', 'modulated calls']"
4919,"['alarm call', 'social calls', 'whistles']"
4920,"['$', 'call']"
4921,"['alarm call', 'social calls', 'whistles']"
4922,"['adult', 'flight call', 'hatchling or nestling']"
4923,['adult']
4924,['flight call']
4925,"['flight call', 'sex uncertain']"
4926,"['flight call', 'life stage uncertain', 'sex uncertain']"
4927,"['flight call', 'sex uncertain']"
4928,"['flight call', 'sex uncertain']"
4929,['call']
4930,['call']
4931,"['aggressive call', 'flight call', 'sex uncertain']"
4932,['call']
4933,['call']
4934,['call']
4935,['call']
4936,"['call', 'courtship/copulation calls (?)']"
4937,"['call', 'courtship/copulation calls (?)']"
4938,"['call', 'courtship/copulation calls (?)']"
4939,"['call', 'odd grunts']"
4940,"['flight call', 'song']"
4941,['flight call']
4942,"['adult', 'call']"
4943,"['adult', 'alarm call', 'sex uncertain']"
4944,"['call', 'sex uncertain']"
4945,['call']
4946,"['adult', 'call']"
4947,"['alarm call', 'flight call']"
4948,['call']
4949,"['adult', 'call']"
4950,['call']
4951,"['call', 'life stage uncertain', 'sex uncertain']"
4952,"['call', 'flight call']"
4953,['flight call']
4954,"['adult', 'call']"
4955,"['call', 'flight call']"
4956,"['call', 'juvenile', 'sex uncertain']"
4957,"['adult', 'call']"
4958,['flight call']
4959,['call']
4960,"['call', 'juvenile', 'sex uncertain']"
4961,"['begging call', 'flight call']"
4962,['begging call']
4963,"['begging call', 'juvenile', 'sex uncertain']"
4964,"['flight call', 'juvenile']"
4965,"['flight call', 'juvenile']"
4966,['call']
4967,['call']
4968,['call']
4969,['call']
4970,"['call', 'flight call', 'life stage uncertain', 'sex uncertain']"
4971,"['call', 'flight call']"
4972,"['call', 'flight call']"
4973,['call']
4974,"['life stage uncertain', 'sex uncertain']"
4975,"['call', 'flight call']"
4976,"['adult', 'alarm call', 'flight call']"
4977,"['adult', 'call']"
4978,['call']
4979,['call']
4980,['call']
4981,"['call', 'juvenile']"
4982,['sex uncertain']
4983,"['flight call', 'life stage uncertain', 'sex uncertain']"
4984,['call']
4985,['call']
4986,"['flight call', 'life stage uncertain', 'sex uncertain']"
4987,['']
4988,['']
4989,['']
4990,['']
4991,['']
4992,['']
4993,['']
4994,['']
4995,['']
4996,['']
4997,['']
4998,['']
4999,['']
5000,['']
5001,['']
5002,['']
5003,['']
5004,['']
5005,['']
5006,['']
5007,['']
5008,['']
5009,['']
5010,['']
5011,['']
5012,['']
5013,['']
5014,['']
5015,['']
5016,['']
5017,['']
5018,['']
5019,['']
5020,['']
5021,['']
5022,['']
5023,['']
5024,['']
5025,['']
5026,['']
5027,['']
5028,['']
5029,['flight call']
5030,['call']
5031,"['call', 'flight call']"
5032,"['female', 'flight call', 'male', 'song']"
5033,['song']
5034,"['flight call', 'song']"
5035,['call']
5036,['call']
5037,"['alarm call', 'flight call']"
5038,['call']
5039,"['call', 'flight call']"
5040,['call']
5041,['song']
5042,['song']
5043,['flight call']
5044,['flight call']
5045,['call']
5046,['flight call']
5047,['flight call']
5048,['call']
5049,['call']
5050,['call']
5051,['flight call']
5052,['flight call']
5053,['flight call']
5054,['flight call']
5055,"['alarm call', 'call']"
5056,['flight call']
5057,['flight call']
5058,"['call', 'flight call']"
5059,"['flight call', 'song']"
5060,"['alarm call', 'call']"
5061,['call']
5062,['call']
5063,['song']
5064,"['call', 'song']"
5065,"['call', 'song']"
5066,['alarm and flight call']
5067,['flight call']
5068,['call']
5069,['flight call']
5070,['call']
5071,['song']
5072,['alarm call']
5073,"['call', 'flight call']"
5074,['call']
5075,['call']
5076,['song']
5077,"['call', 'flight call']"
5078,['call']
5079,['song']
5080,['call']
5081,['call']
5082,['call']
5083,['call']
5084,['call']
5085,['call']
5086,['call']
5087,['call']
5088,['flight call']
5089,['call']
5090,['call']
5091,['call']
5092,['flight call']
5093,['song']
5094,"['flight call', 'song']"
5095,['song']
5096,['call']
5097,['alarm call']
5098,['call']
5099,"['call', 'short call']"
5100,"['call', 'flight call']"
5101,['flight call']
5102,"['flight call', 'thin call']"
5103,['flight call']
5104,['call']
5105,"['call', 'voices']"
5106,['call']
5107,['flight call']
5108,['alarm call']
5109,['alarm call']
5110,['alarm call']
5111,['alarm call']
5112,['song']
5113,['alarm call']
5114,['call']
5115,['flight call']
5116,['flight call']
5117,['flight call']
5118,['flight call']
5119,['flight call']
5120,['call']
5121,['flight call']
5122,['flight call']
5123,['flight call']
5124,"['call', 'flight call', 'migration', 'trekroep']"
5125,['call']
5126,['flight call']
5127,['call']
5128,['flight call']
5129,['flight call']
5130,['call']
5131,['call']
5132,['call']
5133,['call']
5134,['call']
5135,['call']
5136,['call']
5137,['call']
5138,['call']
5139,['call']
5140,['song']
5141,['song']
5142,['song']
5143,['call']
5144,"['flight call', 'nocturnal flight call']"
5145,"['flight call', 'nocturnal flight call']"
5146,"['flight call', 'nocturnal flight call']"
5147,['flight call']
5148,['flight call']
5149,['flight call']
5150,"['Nocturnal flight call', 'flight call']"
5151,"['flight call', 'nocturnal flight call']"
5152,['call']
5153,"['flight call', 'nocturnal call']"
5154,"['alarm call', 'call']"
5155,"['flight call', 'night flight call']"
5156,['alarm call']
5157,"['call', 'flight call']"
5158,['Nocturnal flight call']
5159,['flight call']
5160,['call']
5161,['flight call']
5162,['flight call']
5163,['flight call']
5164,"['flight call', 'nocturnal flight call']"
5165,['call']
5166,['call']
5167,['call']
5168,['call']
5169,['flight call']
5170,['flight call']
5171,['song']
5172,['call']
5173,['call']
5174,['call']
5175,['call']
5176,['call']
5177,['call']
5178,['call']
5179,['call']
5180,"['call', 'song']"
5181,"['adult', 'alarm call']"
5182,"['adult', 'call', 'sex uncertain']"
5183,['flight call']
5184,['Single Note Calls']
5185,"['call', 'flight call', 'nocturnal flight call']"
5186,"['call', 'flight call', 'nocturnal flight call']"
5187,['flight call']
5188,['nocturnal flight call']
5189,"['call', 'nocturnal flight call']"
5190,['call']
5191,"['flight call', 'nocturnal flight call']"
5192,"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']"
5193,['nocturnal flight call']
5194,['nocturnal flight call']
5195,['nocturnal flight call']
5196,['nocturnal flight call']
5197,['nocturnal flight call']
5198,"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']"
5199,['nocturnal flight call']
5200,['nocturnal flight call']
5201,['nocturnal flight call']
5202,['nocturnal flight call']
5203,['nocturnal flight call']
5204,"['nocturnal flight call', 'sex uncertain']"
5205,['nocturnal flight call']
5206,['nocturnal flight call']
5207,['nocturnal flight call']
5208,"['flight call', 'nocturnal flight call']"
5209,"['flight call', 'nocturnal flight call']"
5210,['nocturnal flight call']
5211,['nocturnal flight call']
5212,"['flight call', 'nocturnal flight call']"
5213,['nocturnal flight call']
5214,['nocturnal flight call']
5215,['nocturnal flight call']
5216,['nocturnal flight call']
5217,['nocturnal flight call']
5218,['nocturnal flight call']
5219,['nocturnal flight call']
5220,['nocturnal flight call']
5221,['nocturnal flight call']
5222,['nocturnal flight call']
5223,"['adult', 'call', 'flight call', 'nocturnal flight call', 'song']"
5224,['nocturnal flight call']
5225,['nocturnal flight call']
5226,"['adult', 'nocturnal flight call', 'sex uncertain']"
5227,['nocturnal flight call']
5228,['nocturnal flight call']
5229,['nocturnal flight call']
5230,['nocturnal flight call']
5231,['nocturnal flight call']
5232,['nocturnal flight call']
5233,"['flight call', 'nocturnal flight call']"
5234,['nocturnal flight call']
5235,['flight call']
5236,['nocturnal flight call']
5237,['song']
5238,['call']
5239,"['call', 'life stage uncertain', 'sex uncertain']"
5240,"['call', 'life stage uncertain', 'sex uncertain']"
5241,"['flight call', 'life stage uncertain', 'sex uncertain']"
5242,['song']
5243,['call']
5244,"['nocturnal flight call', 'nocturnal flight call']"
5245,['flight call']
5246,['flight call']
5247,['nocturnal flight call']
5248,"['alarm call', 'flight call']"
5249,['nocturnal flight call']
5250,"['flight call', 'nocturnal flight call']"
5251,"['Calling at sea', 'adult', 'call', 'feeding call', 'sex uncertain']"
5252,['call']
5253,['nocturnal flight call']
5254,"['life stage uncertain', 'sex uncertain']"
5255,"['flight call', 'nocturnal flight call']"
5256,"['call', 'nocturnal flight call']"
5257,['flight call']
5258,"['flight call', 'nocturnal flight call']"
5259,['flight call']
5260,['nocturnal flight call']
5261,['nocturnal flight call']
5262,['nocturnal flight call']
5263,"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']"
5264,"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']"
5265,"['begging call', 'life stage uncertain', 'nocturnal flight call', 'sex uncertain']"
